Scan,Element,On Action,DO OFF Command,DO MESSAGE Command,DO WRITE Command,DO INSERT Command,DO CALC Command,DO LOG Command,DO CLEAR Command,DO MESSAGE,I/L Statement,CCS Message
ILRF,444,RF 402 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 62020 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62020: Strongback midpt LQ1 #5 TC  T/C OVERTEMP XT=2U,"Strongback midpt LQ1 #5 is greater than Group 1 trip temperature (user defined), then print message",Strongback midpt LQ1 #5 TC T/C OVERTEMP XT=2U
ILRF,445,RF 404 MUX RAW > RF 170 MUX RAW AND RF 404 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 62024 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62024: Strongback midpt LQ1 #7 TC  TEMP WARNING (RF 404 MUX) XT=2U,"Strongback midpt LQ1 #7 greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message","Strongback midpt LQ1 #7 TC TEMP WARNING (RF,404,MUX) XT=2U"
ILRF,446,"RF 404 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 404 MUX) XT=2U,"Strongback midpt LQ1 #7 is greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,404,MUX) XT=2U"
ILRF,447,RF 404 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 62024 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62024: Strongback midpt LQ1 #7 TC  T/C OVERTEMP XT=2U,"Strongback midpt LQ1 #7 is greater than Group 1 trip temperature (user defined), then print message",Strongback midpt LQ1 #7 TC T/C OVERTEMP XT=2U
ILRF,448,RF 406 MUX RAW > RF 170 MUX RAW AND RF 406 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 62028 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62028: Strongback midpt LQ1 #9 TC  TEMP WARNING (RF 406 MUX) XT=2U,"DISABLED,  Strongback midpt LQ1 #9 TC warn","Strongback midpt LQ1 #9 TC  TEMP WARNING (RF,406,MUX) XT=2U"
ILRF,449,"RF 406 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 406 MUX) XT=2U,N/A,N/A
ILRF,450,RF 406 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 62028 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62028: Strongback midpt LQ1 #9 TC  T/C OVERTEMP XT=2U,N/A,N/A
ILRF,451,RF 407 MUX RAW > RF 170 MUX RAW AND RF 407 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 62032 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62032: Strongback midpt LQ1 #10 TC  TEMP WARNING (RF 407 MUX) XT=2U,"Strongback midpt LQ1 #10 greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message","Strongback midpt LQ1 #10 TC TEMP WARNING (RF,407,MUX) XT=2U"
ILRF,452,"RF 407 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 407 MUX) XT=2U,"Strongback midpt LQ1 #10 is greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,407,MUX) XT=2U"
ILRF,453,RF 407 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 62032 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62032: Strongback midpt LQ1 #10 TC  T/C OVERTEMP XT=2U,"Strongback midpt LQ1 #10 is greater than Group 1 trip temperature (user defined), then print message",Strongback midpt LQ1 #10 TC T/C OVERTEMP XT=2U
ILRF,454,RF 415 MUX RAW > RF 170 MUX RAW AND RF 415 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 77888 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 77888: Strongback tip LQ2 #1 West TC  TEMP WARNING (RF 415 MUX) XT=2W,"Strongback tip LQ2 #1 West TC greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message","Strongback tip LQ2 #1 West TC  TEMP WARNING (RF,415,MUX) XT=2W"
ILRF,455,"RF 415 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 415 MUX) XT=2W,"Strongback tip LQ2 #1 West TC is greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,415,MUX) XT=2W"
ILRF,456,RF 415 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 77888 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 77888: Strongback tip LQ2 #1 West TC  T/C OVERTEMP XT=2W,"Strongback tip LQ2 #1 West TC is greater than Group 1 trip temperature (user defined), then print message",Strongback tip LQ2 #1 West TC T/C OVERTEMP XT=2W
ILRF,457,RF 411 MUX RAW > RF 170 MUX RAW AND RF 411 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 62040 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62040: Strongback tip LQ2 #2 West  TEMP WARNING (RF 411 MUX) XT=2W,"Strongback tip LQ2 #2 greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message","Strongback tip LQ2 #2 West TEMP WARNING (RF,411,MUX) XT=2W"
ILRF,458,"RF 411 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 411 MUX) XT=2W,"Strongback tip LQ2 #2 is greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,411,MUX) XT=2W"
ILRF,459,RF 411 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 62040 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62040: Strongback tip LQ2 #2 West  T/C OVERTEMP XT=2W,"Strongback tip LQ2 #2 is greater than Group 1 trip temperature (user defined), then print message",Strongback tip LQ2 #2 West  T/C OVERTEMP XT=2W
ILRF,460,RF 412 MUX RAW > RF 170 MUX RAW AND RF 412 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 62044 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62044: L.E. boost spill monitor  TEMP WARNING (RF 412 MUX) XT=2Z,"L.E. boost spill monitor greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message","L.E. boost spill monitor TEMP WARNING (RF,412,MUX) XT=2Z"
ILRF,461,"RF 412 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 412 MUX) XT=2Z,"L.E. boost spill monitor is greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,412,MUX) XT=2Z"
ILRF,462,RF 412 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 62044 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62044: L.E. boost spill monitor  T/C OVERTEMP XT=2Z,"L.E. boost spill monitor is greater than Group 1 trip temperature (user defined), then print message",L.E. boost spill monitor  T/C OVERTEMP XT=2Z
ILRF,463,RF 413 MUX RAW > RF 170 MUX RAW AND RF 413 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 62048 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62048: L.E. mid boost spill monitor  TEMP WARNING (RF 413 MUX) XT=2Z,"L.E. mid boost spill monitor greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message","L.E. mid boost spill monitor TEMP WARNING (RF,413,MUX) XT=2Z"
ILRF,464,"RF 413 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 413 MUX) XT=2Z,"L.E. mid boost spill monitor is greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,413,MUX) XT=2Z"
ILRF,465,RF 413 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 62048 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62048: L.E. mid boost spill monitor  T/C OVERTEMP XT=2Z,"L.E. mid boost spill monitor is greater than Group 1 trip temperature (user defined), then print message",L.E. mid boost spill monitor  T/C OVERTEMP XT=2Z
ILRF,466,RF 414 MUX RAW > RF 170 MUX RAW AND RF 414 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 62052 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62052: H.E. mid boost spill monitor  TEMP WARNING (RF 414 MUX) XT=2Z,"H.E. mid boost spill monitor greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message","H.E. mid boost spill monitor TEMP WARNING (RF,414,MUX) XT=2Z"
ILRF,467,"RF 414 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 414 MUX) XT=2Z,"H.E. mid boost spill monitor is greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,414,MUX) XT=2Z"
ILRF,468,RF 414 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 62052 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62052: H.E. mid boost spill monitor  T/C OVERTEMP XT=2Z,"H.E. mid boost spill monitor is greater than Group 1 trip temperature (user defined), then print message",H.E. mid boost spill monitor  T/C OVERTEMP XT=2Z
ILRF,469,RF 416 MUX RAW > RF 170 MUX RAW AND RF 416 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 62056 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62056: Strongback tip LQ2 #7 TC  TEMP WARNING (RF 416 MUX) XT=2W,"Strongback tip LQ2 #7 TC greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message","Strongback tip LQ2 #7 TC TEMP WARNING (RF,416,MUX) XT=2W"
ILRF,470,"RF 416 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 416 MUX) XT=2W,"Strongback tip LQ2 #7 TC is greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,416,MUX) XT=2W"
ILRF,471,RF 416 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 62056 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62056: Strongback tip LQ2 #7 TC  T/C OVERTEMP XT=2W,"Strongback tip LQ2 #7 TC is greater than Group 1 trip temperature (user defined), then print message",Strongback tip LQ2 #7 TC  T/C OVERTEMP XT=2W
ILRF,472,RF 420 MUX RAW > RF 170 MUX RAW AND RF 420 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 61088 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61088: Strongback tip LQ2 #9 TC  TEMP WARNING (RF 420 MUX) XT=2W,"Strongback tip LQ2 #9 TC greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message","Strongback tip LQ2 #9 TC  TEMP WARNING (RF,420,MUX) XT=2W"
ILRF,473,"RF 420 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 420 MUX) XT=2W,"Strongback tip LQ2 #9 TC is greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,420,MUX) XT=2W"
ILRF,474,RF 420 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 61088 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61088: Strongback tip LQ2 #9 TC  T/C OVERTEMP XT=2W,"Strongback tip LQ2 #9 TC is greater than Group 1 trip temperature (user defined), then print message",Strongback tip LQ2 #9 TC  T/C OVERTEMP XT=2W
ILRF,475,RF 421 MUX RAW > RF 170 MUX RAW AND RF 421 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 61092 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61092: Strongback tip LQ2 #10 TC  TEMP WARNING (RF 421 MUX) XT=2W,"Strongback tip LQ2 #10 TC greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message","Strongback tip LQ2 #10 TC TEMP WARNING (RF,421,MUX) XT=2W"
ILRF,476,"RF 421 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 421 MUX) XT=2W,"Strongback tip LQ2 #10 TC is greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,421,MUX) XT=2W"
ILRF,477,RF 421 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 61092 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61092: Strongback tip LQ2 #10 TC  T/C OVERTEMP XT=2W,"Strongback tip LQ2 #10 TC is greater than Group 1 trip temperature (user defined), then print message",Strongback tip LQ2 #10 TC  T/C OVERTEMP XT=2W
ILRF,478,RF 417 MUX RAW > RF 170 MUX RAW AND RF 417 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 77892 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 77892: Strongback midpt LQ2 #1 West TC  TEMP WARNING (RF 417 MUX) XT=2U,"Strongback midpt LQ2 #1 West TC greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message","Strongback midpt LQ2 #1 West TC TEMP WARNING (RF,417,MUX) XT=2U"
ILRF,479,"RF 417 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 417 MUX) XT=2U,"Strongback midpt LQ2 #1 West TC is greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,417,MUX) XT=2U"
ILRF,480,RF 417 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 77892 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 77892: Strongback midpt LQ2 #1 West TC  T/C OVERTEMP XT=2U," Strongback midpt LQ2 #1 West TC is greater than Group 1 trip temperature (user defined), then print message",Strongback midpt LQ2 #1 West TC T/C OVERTEMP XT=2U
ILRF,481,RF 423 MUX RAW > RF 170 MUX RAW AND RF 423 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 61100 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61100: Strongback midpt LQ2 #2 West  TEMP WARNING (RF 423 MUX) XT=2U,"Strongback midpt LQ2 #2 West TC greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message","Strongback midpt LQ2 #2 West TC  TEMP WARNING (RF,423,MUX) XT=2U"
ILRF,482,"RF 423 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 423 MUX) XT=2U,"Strongback midpt LQ2 #2 West TC is greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,423,MUX) XT=2U"
ILRF,483,RF 423 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 61100 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61100: Strongback midpt LQ2 #2 West  T/C OVERTEMP XT=2U,"Strongback midpt LQ2 #2 West TC is greater than Group 1 trip temperature (user defined), then print message",Strongback midpt LQ2 #2 West T/C OVERTEMP XT=2U
ILRF,484,RF 424 MUX RAW > RF 170 MUX RAW AND RF 424 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 61104 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61104: Strongback midpt LQ2 #3 TC  TEMP WARNING (RF 424 MUX) XT=2U,"Strongback midpt LQ2 #3 TC greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message","Strongback midpt LQ2 #3 TC  TEMP WARNING (RF,424,MUX) XT=2U"
ILRF,485,"RF 424 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 424 MUX) XT=2U,"Strongback midpt LQ2 #3 TC s greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,424,MUX) XT=2U"
ILRF,486,RF 424 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 61104 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61104: Strongback midpt LQ2 #3 TC  T/C OVERTEMP XT=2U," Strongback midpt LQ2 #3 TC is greater than Group 1 trip temperature (user defined), then print message",Strongback midpt LQ2 #3 TC T/C OVERTEMP XT=2U
ILRF,487,RF 425 MUX RAW > RF 170 MUX RAW AND RF 425 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 61108 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61108: H.E. boost spill monitor  TEMP WARNING (RF 425 MUX) XT=2Z,"H.E. boost spill monitor temp is greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message","H.E. boost spill monitor TEMP WARNING (RF,425,MUX) XT=2Z"
ILRF,488,"RF 425 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 425 MUX) XT=2Z,"H.E. boost spill monitor temp is greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,425,MUX) XT=2Z"
ILRF,489,RF 425 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 61108 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61108: H.E. boost spill monitor  T/C OVERTEMP XT=2Z,"H.E. boost spill monitor temp is greater than Group 1 trip temperature (user defined), then print message",H.E. boost spill monitor  T/C OVERTEMP XT=2Z
ILRF,490,RF 426 MUX RAW > RF 170 MUX RAW AND RF 426 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 61112 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61112: Strongback midpt LQ2 #5 TC  TEMP WARNING (RF 426 MUX) XT=2U,"Strongback midpt LQ2 #5 TC greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message","Strongback midpt LQ2 #5 TC TEMP WARNING (RF,426,MUX) XT=2U"
ILRF,491,"RF 426 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 426 MUX) XT=2U,"Strongback midpt LQ2 #5 TC is greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,426,MUX) XT=2U"
ILRF,492,RF 426 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 61112 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61112: Strongback midpt LQ2 #5 TC  T/C OVERTEMP XT=2U," Strongback midpt LQ2 #5 TC is greater than Group 1 trip temperature (user defined), then print message",Strongback midpt LQ2 #5 TC T/C OVERTEMP XT=2U
ILRF,493,RF 430 MUX RAW > RF 170 MUX RAW AND RF 430 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 61116 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61116: Strongback midpt LQ2 #7 TC  TEMP WARNING (RF 430 MUX) XT=2U,"Strongback midpt LQ2 #7 TC is greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message","Strongback midpt LQ2 #7 TC TEMP WARNING (RF,430,MUX) XT=2U"
ILRF,494,"RF 430 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 430 MUX) XT=2U,"Strongback midpt LQ2 #7 TC is greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,430,MUX) XT=2U"
ILRF,495,RF 430 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 61116 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61116: Strongback midpt LQ2 #7 TC  T/C OVERTEMP XT=2U," Strongback midpt LQ2 #7 TC is greater than Group 1 trip temperature (user defined), then print message",Strongback midpt LQ2 #7 TC T/C OVERTEMP XT=2U
ILRF,496,RF 432 MUX RAW > RF 170 MUX RAW AND RF 432 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 61120 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61120: Strongback midpt LQ2 #9 TC  TEMP WARNING (RF 432 MUX) XT=2U,"Strongback midpt LQ2 #9 TC is greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message","Strongback midpt LQ2 #9 TC TEMP WARNING (RF,432,MUX) XT=2U"
ILRF,497,"RF 432 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 432 MUX) XT=2U,"Strongback midpt LQ2 #9 TC  is greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,432,MUX) XT=2U"
ILRF,498,RF 432 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 61120 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61120: Strongback midpt LQ2 #9 TC  T/C OVERTEMP XT=2U," Strongback midpt LQ2 #9 TC is greater than Group 1 trip temperature (user defined), then print message",Strongback midpt LQ2 #9 TC T/C OVERTEMP XT=2U
ILRF,499,RF 433 MUX RAW > RF 170 MUX RAW AND RF 433 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 61124 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61124: Strongback midpt LQ2 #10 TC  TEMP WARNING (RF 433 MUX) XT=2U,"Strongback midpt LQ2 #10 TC greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message","Strongback midpt LQ2 #10 TC TEMP WARNING (RF,433,MUX) XT=2U"
ILRF,500,"RF 433 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 433 MUX) XT=2U,"Strongback midpt LQ2 #10 TC is greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,433,MUX) XT=2U"
